Timestamp,Source_IP,Dest_IP,Source_Port,Dest_Port,Protocol,Packet_Size,Connection_Duration,Packets_Sent,Bytes_Transferred,Flow_Rate,Device_Role,Function_Code,Attack_Type,Attack_Phase,Label
27-04-2026 11.07,154.214.168.46,10.0.1.24,2125,502,Modbus_TCP,1080,1.168,173,186840,159993.62,External,1,DoS,cooldown,Malicious
27-04-2026 11.07,154.214.168.46,10.0.1.25,48542,4840,OPC_UA,1080,1.879,191,206280,109764.3,External,0,DoS,cooldown,Malicious
27-04-2026 11.07,154.214.168.46,10.0.1.18,37112,502,Modbus_TCP,1080,1.058,153,165240,156186.1,External,2,DoS,cooldown,Malicious
27-04-2026 11.07,10.0.1.10,10.0.1.19,29045,4840,OPC_UA,173,0.02,7,1211,60277.27,PLC,0,Normal,none,Normal
27-04-2026 11.07,10.0.1.18,10.0.1.26,1838,502,Modbus_TCP,107,0.192,7,749,3899.89,SCADA_Server,2,Normal,none,Normal
27-04-2026 11.07,10.0.1.20,10.0.1.26,45543,4840,OPC_UA,305,0.278,1,305,1095.82,Engineering_Workstation,0,Normal,none,Normal
27-04-2026 11.07,10.0.1.25,10.0.1.13,33947,20000,DNP3,54,0.175,3,162,925.6,RTU,4,Normal,none,Normal
27-04-2026 11.08,10.0.1.25,10.0.1.12,11384,1883,MQTT,171,0.188,5,855,4540.21,RTU,0,Normal,none,Normal
27-04-2026 11.08,10.0.1.20,10.0.1.10,59752,4840,OPC_UA,172,0.495,8,1376,2781.74,Engineering_Workstation,0,Normal,none,Normal
27-04-2026 11.08,10.0.1.23,10.0.1.11,16873,1883,MQTT,175,0.474,7,1225,2583.51,HMI,0,Normal,none,Normal
27-04-2026 11.08,10.0.1.10,10.0.1.17,34160,4840,OPC_UA,145,0.301,2,290,962.8,PLC,0,Normal,none,Normal
27-04-2026 11.08,65.216.3.118,10.0.1.22,14048,4840,OPC_UA,940,1.143,97,91180,79775.34,External,0,DoS,recon,Malicious
27-04-2026 11.08,65.216.3.118,10.0.1.11,27086,502,Modbus_TCP,940,1.645,148,139120,84563.43,External,5,DoS,recon,Malicious
27-04-2026 11.08,65.216.3.118,10.0.1.22,34660,4840,OPC_UA,940,1.285,131,123140,95796.72,External,0,DoS,recon,Malicious
27-04-2026 11.08,65.216.3.118,10.0.1.25,49185,4840,OPC_UA,940,1.111,169,158860,142943.86,External,0,DoS,recon,Malicious
27-04-2026 11.08,65.216.3.118,10.0.1.12,30666,4840,OPC_UA,940,0.598,156,146640,245323.96,External,0,DoS,recon,Malicious
27-04-2026 11.08,65.216.3.118,10.0.1.21,1118,4840,OPC_UA,1220,1.855,266,324520,174966.4,External,0,DoS,escalation,Malicious
27-04-2026 11.08,65.216.3.118,10.0.1.20,12853,4840,OPC_UA,1220,0.838,179,218380,260682.66,External,0,DoS,escalation,Malicious
27-04-2026 11.08,65.216.3.118,10.0.1.18,36289,502,Modbus_TCP,1220,1.549,220,268400,173312.45,External,16,DoS,escalation,Malicious
27-04-2026 11.09,65.216.3.118,10.0.1.21,9689,4840,OPC_UA,1220,0.699,251,306220,438025.41,External,0,DoS,escalation,Malicious
27-04-2026 11.09,65.216.3.118,10.0.1.11,40346,502,Modbus_TCP,1220,1.055,189,230580,218469.46,External,2,DoS,escalation,Malicious
27-04-2026 11.09,65.216.3.118,10.0.1.14,4019,4840,OPC_UA,1220,1.063,181,220820,207684.25,External,0,DoS,escalation,Malicious
27-04-2026 11.09,65.216.3.118,10.0.1.22,27830,4840,OPC_UA,1500,0.649,251,376500,580372.02,External,0,DoS,peak,Malicious
27-04-2026 11.09,65.216.3.118,10.0.1.25,40122,4840,OPC_UA,1500,0.253,257,385500,1520718.11,External,0,DoS,peak,Malicious
27-04-2026 11.09,65.216.3.118,10.0.1.18,48590,4840,OPC_UA,1500,0.588,344,516000,877291.4,External,0,DoS,peak,Malicious
27-04-2026 11.09,65.216.3.118,10.0.1.11,49587,502,Modbus_TCP,1500,1.799,311,466500,259255.3,External,6,DoS,peak,Malicious
27-04-2026 11.09,65.216.3.118,10.0.1.19,20640,4840,OPC_UA,1500,0.825,304,456000,552890.69,External,0,DoS,peak,Malicious
27-04-2026 11.09,65.216.3.118,10.0.1.23,5367,502,Modbus_TCP,1500,0.784,321,481500,614111.45,External,16,DoS,peak,Malicious
27-04-2026 11.09,65.216.3.118,10.0.1.22,24635,4840,OPC_UA,1500,0.804,343,514500,640168.02,External,0,DoS,peak,Malicious
27-04-2026 11.09,65.216.3.118,10.0.1.22,42938,502,Modbus_TCP,1500,0.166,250,375000,2263743.36,External,3,DoS,peak,Malicious
27-04-2026 11.09,65.216.3.118,10.0.1.22,1202,502,Modbus_TCP,1500,1.466,346,519000,353908.06,External,2,DoS,peak,Malicious
27-04-2026 11.10,65.216.3.118,10.0.1.10,9244,4840,OPC_UA,1500,0.472,266,399000,845024.4,External,0,DoS,peak,Malicious
27-04-2026 11.10,65.216.3.118,10.0.1.17,62206,4840,OPC_UA,1500,1.362,266,399000,292882.62,External,0,DoS,peak,Malicious
27-04-2026 11.10,65.216.3.118,10.0.1.23,4800,502,Modbus_TCP,1500,0.934,301,451500,483232.19,External,4,DoS,peak,Malicious
27-04-2026 11.10,65.216.3.118,10.0.1.22,28029,502,Modbus_TCP,1500,1.348,339,508500,377244.59,External,4,DoS,peak,Malicious
27-04-2026 11.10,65.216.3.118,10.0.1.21,50108,4840,OPC_UA,1500,0.571,333,499500,874567.45,External,0,DoS,peak,Malicious
27-04-2026 11.10,65.216.3.118,10.0.1.14,25598,4840,OPC_UA,1080,0.403,140,151200,375062.9,External,0,DoS,cooldown,Malicious
27-04-2026 11.10,65.216.3.118,10.0.1.13,55130,4840,OPC_UA,1080,0.945,218,235440,249196.43,External,0,DoS,cooldown,Malicious
27-04-2026 11.10,65.216.3.118,10.0.1.21,29664,4840,OPC_UA,1080,1.943,219,236520,121739.02,External,0,DoS,cooldown,Malicious
27-04-2026 11.10,65.216.3.118,10.0.1.16,22620,502,Modbus_TCP,1080,0.716,174,187920,262573.38,External,16,DoS,cooldown,Malicious
27-04-2026 11.10,65.216.3.118,10.0.1.21,55663,502,Modbus_TCP,1080,0.921,150,162000,175832.45,External,2,DoS,cooldown,Malicious
27-04-2026 11.10,65.216.3.118,10.0.1.14,54261,502,Modbus_TCP,1080,1.982,199,214920,108460.16,External,3,DoS,cooldown,Malicious
27-04-2026 11.10,10.0.1.24,10.0.1.23,40973,20000,DNP3,127,0.27,5,635,2353.64,SCADA_Server,5,Normal,none,Normal
27-04-2026 11.11,33.226.94.186,10.0.1.26,3705,44818,EtherNet_IP,317,0.141,5,1585,11226.03,External,0,MitM,recon,Malicious
27-04-2026 11.11,33.226.94.186,10.0.1.14,14027,502,Modbus_TCP,120,0.364,10,1200,3297.5,External,1,MitM,recon,Malicious
27-04-2026 11.11,33.226.94.186,10.0.1.24,20029,44818,EtherNet_IP,385,0.373,12,4620,12389.08,External,0,MitM,recon,Malicious
27-04-2026 11.11,33.226.94.186,10.0.1.20,22084,502,Modbus_TCP,288,0.927,9,2592,2796.53,External,5,MitM,recon,Malicious
27-04-2026 11.11,33.226.94.186,10.0.1.21,22980,4840,OPC_UA,355,0.654,10,3550,5430.77,External,0,MitM,recon,Malicious
27-04-2026 11.11,33.226.94.186,10.0.1.14,46584,4840,OPC_UA,370,0.532,19,7030,13204.8,External,0,MitM,recon,Malicious
27-04-2026 11.11,33.226.94.186,10.0.1.20,57614,1883,MQTT,470,0.164,16,7520,45972.28,External,0,MitM,escalation,Malicious
27-04-2026 11.11,33.226.94.186,10.0.1.16,33985,502,Modbus_TCP,285,0.476,14,3990,8374.09,External,15,MitM,escalation,Malicious
27-04-2026 11.11,33.226.94.186,10.0.1.22,3802,1883,MQTT,154,0.823,18,2772,3370.21,External,0,MitM,escalation,Malicious
27-04-2026 11.11,33.226.94.186,10.0.1.14,9589,4840,OPC_UA,384,0.488,18,6912,14159.91,External,0,MitM,escalation,Malicious
27-04-2026 11.11,33.226.94.186,10.0.1.11,4533,502,Modbus_TCP,433,0.159,12,5196,32713.88,External,3,MitM,escalation,Malicious
27-04-2026 11.11,33.226.94.186,10.0.1.14,5948,4840,OPC_UA,356,0.712,16,5696,8003.11,External,0,MitM,escalation,Malicious
27-04-2026 11.12,33.226.94.186,10.0.1.11,1742,20000,DNP3,478,0.362,6,2868,7923.46,External,5,MitM,escalation,Malicious
27-04-2026 11.12,33.226.94.186,10.0.1.24,16625,1883,MQTT,314,0.616,8,2512,4077.7,External,0,MitM,escalation,Malicious
27-04-2026 11.12,33.226.94.186,10.0.1.23,23368,4840,OPC_UA,157,0.502,2,314,625.79,External,0,MitM,peak,Malicious
27-04-2026 11.12,33.226.94.186,10.0.1.12,12407,20000,DNP3,423,0.931,18,7614,8181.32,External,4,MitM,peak,Malicious
27-04-2026 11.12,33.226.94.186,10.0.1.26,35563,4840,OPC_UA,202,0.64,4,808,1262.06,External,0,MitM,peak,Malicious
27-04-2026 11.12,33.226.94.186,10.0.1.17,13037,502,Modbus_TCP,249,0.799,3,747,935.11,External,1,MitM,peak,Malicious
27-04-2026 11.12,33.226.94.186,10.0.1.11,4015,4840,OPC_UA,206,0.658,6,1236,1878.94,External,0,MitM,peak,Malicious
27-04-2026 11.12,33.226.94.186,10.0.1.22,15695,4840,OPC_UA,191,0.84,18,3438,4093.96,External,0,MitM,peak,Malicious
27-04-2026 11.12,33.226.94.186,10.0.1.25,48544,20000,DNP3,450,0.556,3,1350,2427.8,External,6,MitM,peak,Malicious
27-04-2026 11.12,33.226.94.186,10.0.1.12,17929,20000,DNP3,333,0.47,17,5661,12031.97,External,3,MitM,peak,Malicious
27-04-2026 11.12,33.226.94.186,10.0.1.13,20056,1883,MQTT,493,0.309,6,2958,9586.5,External,0,MitM,peak,Malicious
27-04-2026 11.12,33.226.94.186,10.0.1.18,42769,47808,BACnet,180,0.185,2,360,1947.97,External,0,MitM,peak,Malicious
27-04-2026 11.13,33.226.94.186,10.0.1.12,16676,502,Modbus_TCP,296,0.252,5,1480,5875.57,External,16,MitM,peak,Malicious
27-04-2026 11.13,33.226.94.186,10.0.1.10,35786,4840,OPC_UA,408,0.469,12,4896,10442.67,External,0,MitM,peak,Malicious
27-04-2026 11.13,33.226.94.186,10.0.1.24,37504,1883,MQTT,325,0.968,6,1950,2014.05,External,0,MitM,peak,Malicious
27-04-2026 11.13,33.226.94.186,10.0.1.22,40194,4840,OPC_UA,299,0.134,4,1196,8903.18,External,0,MitM,peak,Malicious
27-04-2026 11.13,33.226.94.186,10.0.1.19,3108,1883,MQTT,190,0.85,19,3610,4247.69,External,0,MitM,peak,Malicious
27-04-2026 11.13,33.226.94.186,10.0.1.16,58346,4840,OPC_UA,428,0.821,13,5564,6773.64,External,0,MitM,peak,Malicious
27-04-2026 11.13,33.226.94.186,10.0.1.17,27271,4840,OPC_UA,436,0.823,18,7848,9530.39,External,0,MitM,peak,Malicious
27-04-2026 11.13,33.226.94.186,10.0.1.25,58145,44818,EtherNet_IP,387,0.358,15,5805,16204.41,External,0,MitM,cooldown,Malicious
27-04-2026 11.13,33.226.94.186,10.0.1.23,33334,4840,OPC_UA,102,0.602,4,408,677.65,External,0,MitM,cooldown,Malicious
27-04-2026 11.13,33.226.94.186,10.0.1.21,34933,4840,OPC_UA,132,0.893,3,396,443.26,External,0,MitM,cooldown,Malicious
27-04-2026 11.13,33.226.94.186,10.0.1.20,48433,20000,DNP3,152,0.999,5,760,760.61,External,15,MitM,cooldown,Malicious
27-04-2026 11.13,33.226.94.186,10.0.1.16,62519,44818,EtherNet_IP,157,0.689,2,314,455.65,External,0,MitM,cooldown,Malicious
27-04-2026 11.14,33.226.94.186,10.0.1.21,46936,4840,OPC_UA,337,0.385,15,5055,13146.52,External,0,MitM,cooldown,Malicious
27-04-2026 11.14,33.226.94.186,10.0.1.10,10126,4840,OPC_UA,217,0.99,4,868,876.98,External,0,MitM,cooldown,Malicious
27-04-2026 11.14,10.0.1.25,10.0.1.13,38551,1883,MQTT,182,0.081,2,364,4492.66,RTU,0,Normal,none,Normal
27-04-2026 11.14,10.0.1.16,10.0.1.19,37374,44818,EtherNet_IP,163,0.238,1,163,685.54,PLC,0,Normal,none,Normal
27-04-2026 11.14,10.0.1.14,10.0.1.18,29553,47808,BACnet,122,0.246,8,976,3961.54,Engineering_Workstation,0,Normal,none,Normal
27-04-2026 11.14,10.0.1.12,10.0.1.10,37765,44818,EtherNet_IP,102,0.077,7,714,9265.65,SCADA_Server,0,Normal,none,Normal
27-04-2026 11.14,10.0.1.26,10.0.1.16,50795,1883,MQTT,125,0.473,3,375,792.03,Engineering_Workstation,0,Normal,none,Normal
27-04-2026 11.14,10.0.1.12,10.0.1.20,61290,20000,DNP3,153,0.449,4,612,1362.92,SCADA_Server,1,Normal,none,Normal
27-04-2026 11.14,10.0.1.15,10.0.1.26,4142,20000,DNP3,75,0.335,1,75,224.03,Historian,16,Normal,none,Normal
27-04-2026 11.14,147.121.128.92,10.0.1.26,24470,502,Modbus_TCP,940,1.432,182,171080,119456.34,External,1,DoS,recon,Malicious
27-04-2026 11.14,147.121.128.92,10.0.1.17,22770,502,Modbus_TCP,940,1.972,169,158860,80574.94,External,2,DoS,recon,Malicious
27-04-2026 11.14,147.121.128.92,10.0.1.18,50258,4840,OPC_UA,940,0.302,126,118440,392341.45,External,0,DoS,recon,Malicious
27-04-2026 11.15,147.121.128.92,10.0.1.10,7533,502,Modbus_TCP,940,0.258,162,152280,590515.45,External,15,DoS,recon,Malicious
27-04-2026 11.15,147.121.128.92,10.0.1.26,5446,4840,OPC_UA,940,1.757,163,153220,87187.23,External,0,DoS,recon,Malicious
27-04-2026 11.15,147.121.128.92,10.0.1.12,30701,4840,OPC_UA,940,0.526,117,109980,209004.25,External,0,DoS,recon,Malicious
27-04-2026 11.15,147.121.128.92,10.0.1.11,20012,4840,OPC_UA,1220,1.374,220,268400,195382.96,External,0,DoS,escalation,Malicious
27-04-2026 11.15,147.121.128.92,10.0.1.25,55256,502,Modbus_TCP,1220,0.783,190,231800,296089.15,External,5,DoS,escalation,Malicious
27-04-2026 11.15,147.121.128.92,10.0.1.10,52372,4840,OPC_UA,1220,0.316,229,279380,884475.14,External,0,DoS,escalation,Malicious
27-04-2026 11.15,147.121.128.92,10.0.1.15,54699,4840,OPC_UA,1220,1.436,177,215940,150416.17,External,0,DoS,escalation,Malicious
27-04-2026 11.15,147.121.128.92,10.0.1.14,40867,502,Modbus_TCP,1220,0.708,255,311100,439460.75,External,4,DoS,escalation,Malicious
27-04-2026 11.15,147.121.128.92,10.0.1.26,65287,502,Modbus_TCP,1220,1.683,176,214720,127562.61,External,16,DoS,escalation,Malicious
27-04-2026 11.15,147.121.128.92,10.0.1.21,1187,502,Modbus_TCP,1220,0.673,236,287920,428099.57,External,2,DoS,escalation,Malicious
27-04-2026 11.15,147.121.128.92,10.0.1.12,8295,502,Modbus_TCP,1220,1.464,269,328180,224170.31,External,6,DoS,escalation,Malicious
27-04-2026 11.15,147.121.128.92,10.0.1.18,27857,502,Modbus_TCP,1500,0.916,283,424500,463497.06,External,6,DoS,peak,Malicious
27-04-2026 11.16,147.121.128.92,10.0.1.21,42119,502,Modbus_TCP,1500,0.168,252,378000,2247571.27,External,5,DoS,peak,Malicious
27-04-2026 11.16,147.121.128.92,10.0.1.22,34511,502,Modbus_TCP,1500,1.848,318,477000,258144.87,External,3,DoS,peak,Malicious
27-04-2026 11.16,147.121.128.92,10.0.1.24,27705,502,Modbus_TCP,1500,0.971,304,456000,469453.75,External,16,DoS,peak,Malicious
27-04-2026 11.16,147.121.128.92,10.0.1.16,14637,502,Modbus_TCP,1500,0.929,311,466500,502151.51,External,4,DoS,peak,Malicious
27-04-2026 11.16,147.121.128.92,10.0.1.21,47430,502,Modbus_TCP,1500,0.629,301,451500,717544.92,External,2,DoS,peak,Malicious
27-04-2026 11.16,147.121.128.92,10.0.1.26,34064,4840,OPC_UA,1500,1.856,291,436500,235158.43,External,0,DoS,peak,Malicious
27-04-2026 11.16,147.121.128.92,10.0.1.20,32993,502,Modbus_TCP,1500,0.86,252,378000,439542.65,External,16,DoS,peak,Malicious
27-04-2026 11.16,147.121.128.92,10.0.1.21,47650,502,Modbus_TCP,1500,1.98,327,490500,247777.73,External,5,DoS,peak,Malicious
27-04-2026 11.16,147.121.128.92,10.0.1.22,2005,502,Modbus_TCP,1500,0.102,255,382500,3752192.08,External,1,DoS,peak,Malicious
27-04-2026 11.16,147.121.128.92,10.0.1.24,43784,502,Modbus_TCP,1500,1.964,310,465000,236720.88,External,4,DoS,peak,Malicious
27-04-2026 11.16,147.121.128.92,10.0.1.26,54189,502,Modbus_TCP,1500,0.907,309,463500,511188.8,External,5,DoS,peak,Malicious
27-04-2026 11.16,147.121.128.92,10.0.1.24,10476,502,Modbus_TCP,1500,0.478,331,496500,1038665.67,External,16,DoS,peak,Malicious
27-04-2026 11.17,147.121.128.92,10.0.1.20,49497,4840,OPC_UA,1500,1.028,283,424500,412923.31,External,0,DoS,peak,Malicious
27-04-2026 11.17,147.121.128.92,10.0.1.14,40262,502,Modbus_TCP,1500,0.182,263,394500,2165154.69,External,4,DoS,peak,Malicious
27-04-2026 11.17,147.121.128.92,10.0.1.18,50950,4840,OPC_UA,1500,0.226,271,406500,1798298.45,External,0,DoS,peak,Malicious
27-04-2026 11.17,147.121.128.92,10.0.1.24,53623,4840,OPC_UA,1500,1.748,343,514500,294322.94,External,0,DoS,peak,Malicious
27-04-2026 11.17,147.121.128.92,10.0.1.26,37046,502,Modbus_TCP,1500,1.423,340,510000,358275.7,External,5,DoS,peak,Malicious
27-04-2026 11.17,147.121.128.92,10.0.1.26,64864,4840,OPC_UA,1080,1.121,163,176040,157072.64,External,0,DoS,cooldown,Malicious
27-04-2026 11.17,147.121.128.92,10.0.1.23,52447,502,Modbus_TCP,1080,0.44,203,219240,498513.34,External,16,DoS,cooldown,Malicious
27-04-2026 11.17,147.121.128.92,10.0.1.10,37073,502,Modbus_TCP,1080,0.288,230,248400,861498.77,External,1,DoS,cooldown,Malicious
27-04-2026 11.17,147.121.128.92,10.0.1.24,36461,4840,OPC_UA,1080,0.424,138,149040,351145.06,External,0,DoS,cooldown,Malicious
27-04-2026 11.17,147.121.128.92,10.0.1.11,25825,502,Modbus_TCP,1080,0.813,212,228960,281523.76,External,5,DoS,cooldown,Malicious
27-04-2026 11.17,147.121.128.92,10.0.1.15,24533,4840,OPC_UA,1080,1.764,133,143640,81417.19,External,0,DoS,cooldown,Malicious
27-04-2026 11.17,147.121.128.92,10.0.1.20,15757,4840,OPC_UA,1080,1.717,190,205200,119529.75,External,0,DoS,cooldown,Malicious
27-04-2026 11.18,147.121.128.92,10.0.1.25,45710,502,Modbus_TCP,1080,1.473,143,154440,104839.1,External,4,DoS,cooldown,Malicious
27-04-2026 11.18,10.0.1.17,10.0.1.25,47414,44818,EtherNet_IP,168,0.427,1,168,393.28,HMI,0,Normal,none,Normal
27-04-2026 11.18,10.53.57.83,10.0.1.18,22622,1883,MQTT,228,0.438,2,456,1041.23,External,0,MitM,recon,Malicious
27-04-2026 11.18,10.53.57.83,10.0.1.20,42237,47808,BACnet,180,0.902,2,360,399.12,External,0,MitM,recon,Malicious
27-04-2026 11.18,10.53.57.83,10.0.1.19,50300,4840,OPC_UA,239,0.165,6,1434,8690.53,External,0,MitM,recon,Malicious
27-04-2026 11.18,10.53.57.83,10.0.1.18,6969,47808,BACnet,124,0.834,16,1984,2380.08,External,0,MitM,escalation,Malicious
27-04-2026 11.18,10.53.57.83,10.0.1.17,12449,4840,OPC_UA,469,0.996,7,3283,3296.84,External,0,MitM,escalation,Malicious
27-04-2026 11.18,10.53.57.83,10.0.1.18,19538,4840,OPC_UA,328,0.227,4,1312,5791.99,External,0,MitM,escalation,Malicious
27-04-2026 11.18,10.53.57.83,10.0.1.25,45188,1883,MQTT,147,0.155,3,441,2836.18,External,0,MitM,peak,Malicious
27-04-2026 11.18,10.53.57.83,10.0.1.14,59617,4840,OPC_UA,412,0.637,3,1236,1939.03,External,0,MitM,peak,Malicious
27-04-2026 11.18,10.53.57.83,10.0.1.23,26001,4840,OPC_UA,395,0.191,18,7110,37184.86,External,0,MitM,peak,Malicious
27-04-2026 11.18,10.53.57.83,10.0.1.21,42184,502,Modbus_TCP,420,0.473,17,7140,15109.3,External,5,MitM,peak,Malicious
27-04-2026 11.19,10.53.57.83,10.0.1.17,53638,1883,MQTT,230,0.231,9,2070,8947.72,External,0,MitM,peak,Malicious
27-04-2026 11.19,10.53.57.83,10.0.1.16,61413,4840,OPC_UA,192,0.872,17,3264,3744.8,External,0,MitM,peak,Malicious
27-04-2026 11.19,10.53.57.83,10.0.1.16,15900,4840,OPC_UA,122,0.217,12,1464,6731.16,External,0,MitM,peak,Malicious
27-04-2026 11.19,10.53.57.83,10.0.1.21,15176,502,Modbus_TCP,159,0.557,20,3180,5705.9,External,6,MitM,peak,Malicious
27-04-2026 11.19,10.53.57.83,10.0.1.16,35966,4840,OPC_UA,260,0.939,7,1820,1937.8,External,0,MitM,cooldown,Malicious
27-04-2026 11.19,10.53.57.83,10.0.1.19,15502,4840,OPC_UA,316,0.773,3,948,1226.03,External,0,MitM,cooldown,Malicious
27-04-2026 11.19,10.53.57.83,10.0.1.20,26465,4840,OPC_UA,374,0.974,13,4862,4991.93,External,0,MitM,cooldown,Malicious
27-04-2026 11.19,10.0.1.13,10.0.1.26,7967,4840,OPC_UA,346,0.402,4,1384,3441.21,RTU,0,Normal,none,Normal
27-04-2026 11.19,10.0.1.26,10.0.1.16,36077,4840,OPC_UA,380,0.194,1,380,1963.37,Engineering_Workstation,0,Normal,none,Normal
27-04-2026 11.19,31.138.67.189,10.0.1.17,7429,502,Modbus_TCP,290,0.228,5,1450,6367.52,External,6,False_Data_Injection,recon,Malicious
27-04-2026 11.19,31.138.67.189,10.0.1.13,32397,20000,DNP3,110,0.089,3,330,3718.64,External,6,False_Data_Injection,recon,Malicious
27-04-2026 11.19,31.138.67.189,10.0.1.15,50050,20000,DNP3,274,0.072,5,1370,18978.11,External,6,False_Data_Injection,recon,Malicious
27-04-2026 11.20,31.138.67.189,10.0.1.25,20116,502,Modbus_TCP,90,0.18,3,270,1503.43,External,16,False_Data_Injection,escalation,Malicious
27-04-2026 11.20,31.138.67.189,10.0.1.26,31939,502,Modbus_TCP,288,0.081,5,1440,17830.07,External,16,False_Data_Injection,escalation,Malicious
27-04-2026 11.20,31.138.67.189,10.0.1.17,22642,502,Modbus_TCP,226,0.295,2,452,1533.72,External,6,False_Data_Injection,escalation,Malicious
27-04-2026 11.20,31.138.67.189,10.0.1.23,4943,20000,DNP3,222,0.035,1,222,6367.64,External,16,False_Data_Injection,escalation,Malicious
27-04-2026 11.20,31.138.67.189,10.0.1.15,8804,20000,DNP3,88,0.234,1,88,376.67,External,6,False_Data_Injection,peak,Malicious
27-04-2026 11.20,31.138.67.189,10.0.1.10,9073,20000,DNP3,141,0.081,5,705,8658.55,External,16,False_Data_Injection,peak,Malicious
27-04-2026 11.20,31.138.67.189,10.0.1.20,17653,20000,DNP3,167,0.249,5,835,3347.58,External,16,False_Data_Injection,peak,Malicious
27-04-2026 11.20,31.138.67.189,10.0.1.20,42963,20000,DNP3,155,0.289,4,620,2147.26,External,16,False_Data_Injection,peak,Malicious
27-04-2026 11.20,31.138.67.189,10.0.1.25,4856,20000,DNP3,249,0.159,1,249,1570.91,External,16,False_Data_Injection,peak,Malicious
27-04-2026 11.20,31.138.67.189,10.0.1.24,42084,502,Modbus_TCP,150,0.031,5,750,24407.99,External,16,False_Data_Injection,peak,Malicious
27-04-2026 11.20,31.138.67.189,10.0.1.20,21449,502,Modbus_TCP,145,0.025,5,725,29266.23,External,6,False_Data_Injection,peak,Malicious
27-04-2026 11.20,31.138.67.189,10.0.1.22,2070,502,Modbus_TCP,214,0.172,2,428,2483.66,External,6,False_Data_Injection,peak,Malicious
27-04-2026 11.21,31.138.67.189,10.0.1.17,35142,502,Modbus_TCP,209,0.243,2,418,1720.36,External,16,False_Data_Injection,cooldown,Malicious
27-04-2026 11.21,31.138.67.189,10.0.1.19,40270,20000,DNP3,100,0.217,4,400,1847.2,External,16,False_Data_Injection,cooldown,Malicious
27-04-2026 11.21,31.138.67.189,10.0.1.19,38859,20000,DNP3,143,0.037,4,572,15600.38,External,6,False_Data_Injection,cooldown,Malicious
27-04-2026 11.21,10.0.1.22,10.0.1.11,11024,502,Modbus_TCP,93,0.363,4,372,1024.71,PLC,16,Normal,none,Normal
27-04-2026 11.21,10.0.1.25,10.0.1.22,23608,20000,DNP3,57,0.268,5,285,1061.6,RTU,15,Normal,none,Normal
27-04-2026 11.21,10.0.1.16,10.0.1.13,27619,502,Modbus_TCP,77,0.057,5,385,6723.04,PLC,6,Normal,none,Normal
27-04-2026 11.21,10.0.1.17,10.0.1.18,30793,4840,OPC_UA,383,0.247,7,2681,10845.09,HMI,0,Normal,none,Normal
27-04-2026 11.21,10.0.1.18,10.0.1.13,31625,502,Modbus_TCP,96,0.148,6,576,3882.22,SCADA_Server,2,Normal,none,Normal
27-04-2026 11.21,10.0.1.21,10.0.1.25,56325,4840,OPC_UA,398,0.048,6,2388,49710.59,Historian,0,Normal,none,Normal
27-04-2026 11.21,10.0.1.21,10.0.1.14,36414,20000,DNP3,100,0.012,2,200,17077.5,Historian,4,Normal,none,Normal
27-04-2026 11.21,10.0.1.10,10.0.1.22,39614,502,Modbus_TCP,113,0.339,3,339,999.53,PLC,3,Normal,none,Normal
27-04-2026 11.21,10.0.1.23,10.0.1.16,8063,44818,EtherNet_IP,260,0.152,1,260,1715.51,HMI,0,Normal,none,Normal
27-04-2026 11.22,10.0.1.18,10.0.1.14,61529,4840,OPC_UA,203,0.171,2,406,2373.09,SCADA_Server,0,Normal,none,Normal
27-04-2026 11.22,85.43.121.75,10.0.1.13,36312,502,Modbus_TCP,940,1.296,173,162620,125438.33,External,2,DoS,recon,Malicious
27-04-2026 11.22,85.43.121.75,10.0.1.21,45930,502,Modbus_TCP,940,1.871,101,94940,50731.55,External,5,DoS,recon,Malicious
27-04-2026 11.22,85.43.121.75,10.0.1.15,20496,4840,OPC_UA,940,0.753,121,113740,151145.73,External,0,DoS,recon,Malicious
27-04-2026 11.22,85.43.121.75,10.0.1.24,2252,502,Modbus_TCP,940,1.582,177,166380,105176.51,External,6,DoS,recon,Malicious
27-04-2026 11.22,85.43.121.75,10.0.1.23,63877,502,Modbus_TCP,940,0.295,110,103400,350262.8,External,5,DoS,recon,Malicious
27-04-2026 11.22,85.43.121.75,10.0.1.18,31367,502,Modbus_TCP,940,1.749,133,125020,71499.84,External,15,DoS,recon,Malicious
27-04-2026 11.22,85.43.121.75,10.0.1.10,23748,4840,OPC_UA,940,0.631,178,167320,264994.14,External,0,DoS,recon,Malicious
27-04-2026 11.22,85.43.121.75,10.0.1.25,42939,502,Modbus_TCP,940,0.329,122,114680,348215.36,External,1,DoS,recon,Malicious
27-04-2026 11.22,85.43.121.75,10.0.1.25,58499,502,Modbus_TCP,940,1.842,135,126900,68880.17,External,5,DoS,recon,Malicious
27-04-2026 11.22,85.43.121.75,10.0.1.20,44766,4840,OPC_UA,940,1.277,103,96820,75791.64,External,0,DoS,recon,Malicious
27-04-2026 11.22,85.43.121.75,10.0.1.20,32735,502,Modbus_TCP,940,1.422,102,95880,67403.2,External,4,DoS,recon,Malicious
27-04-2026 11.23,85.43.121.75,10.0.1.26,27626,502,Modbus_TCP,1220,0.761,263,320860,421889.4,External,15,DoS,escalation,Malicious
27-04-2026 11.23,85.43.121.75,10.0.1.21,19617,4840,OPC_UA,1220,0.829,172,209840,253162.78,External,0,DoS,escalation,Malicious
